protein_name	best_model	auroc	auprc	val_auroc	val_auprc	accuracy	f1	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed	rna_length_mode	split_mode	dataset
ORB2	logistic_regression	0.9891737961678676	0.9714052736697766	0.9865218357832165	0.9597553354886236	0.9531598513011152	0.9007874015748032	4030	1344	1345	3803	8315	0	38	honest_60_20_20	rnacompete_eukarya
Ot_0262	logistic_regression	0.9973701180029538	0.9920318647202538	0.9979102396772662	0.9931949111784081	0.9753879079721777	0.9533468559837728	5564	1866	1869	5007	10819	0	38	honest_60_20_20	rnacompete_eukarya
Ot_0263	logistic_regression	0.9911250004034458	0.9845202145655884	0.9914087847882007	0.984652933497651	0.9560344827586207	0.9394299287410927	6935	2302	2320	6764	14459	0	38	honest_60_20_20	rnacompete_eukarya
PABP	random_forest	0.9969299549702847	0.9937394006406751	0.9973223096898008	0.9942266136126416	0.9736961451247166	0.9645042839657283	6571	2192	2205	5945	13064	0	38	honest_60_20_20	rnacompete_eukarya
PABPC1	logistic_regression	0.9938708106620372	0.9884305693167275	0.9905248332393435	0.9806527195169157	0.9672033392963626	0.956726986624705	5159	1729	1677	4614	9927	0	38	honest_60_20_20	rnacompete_eukarya
PABPC3	random_forest	0.9895603305640996	0.9791220106057058	0.9866243194192378	0.9724253134907668	0.954225352112676	0.9369544131910766	4322	1472	1420	3852	8164	0	38	honest_60_20_20	rnacompete_eukarya
PABPC4	logistic_regression	0.9991707802470099	0.9987895109368912	0.9996138335769701	0.9994996467149271	0.9947275922671354	0.9940199335548173	5223	1743	1707	5439	11944	0	38	honest_60_20_20	rnacompete_eukarya
PABPC5	logistic_regression	0.9940897213624488	0.992687797922617	0.9937297035030073	0.9918391197278102	0.9653304442036836	0.9623971797884842	5575	1832	1846	6341	13782	0	38	honest_60_20_20	rnacompete_eukarya
PABPN1	random_forest	0.9860696743709714	0.9684413992542693	0.9890438995864834	0.9783780533350045	0.9375	0.916135881104034	7423	2504	2528	6686	14410	0	38	honest_60_20_20	rnacompete_eukarya
PAPI	logistic_regression	0.9863696056687841	0.966025545736884	0.9828201952095758	0.9544174232665087	0.949468085106383	0.9085072231139647	3300	1088	1128	3170	6812	0	38	honest_60_20_20	rnacompete_eukarya
PCBP1	logistic_regression	0.9882690854119427	0.9772339169454372	0.98572169317836	0.9682378491421048	0.9508809396689802	0.9303030303030303	5676	1862	1873	4833	10419	0	38	honest_60_20_20	rnacompete_eukarya
PCBP2	random_forest	0.9650486034206964	0.9386794284873909	0.9587988165680473	0.9283915435133163	0.8844765342960289	0.861671469740634	2494	845	831	2351	4838	0	38	honest_60_20_20	rnacompete_eukarya
PCBP3	logistic_regression	0.9933593772507534	0.9848841961145653	0.9949757882131257	0.9890531729349912	0.96823914058851	0.9550858652575958	6419	2149	2141	5155	11289	0	38	honest_60_20_20	rnacompete_eukarya
PF10_0068	random_forest	0.9979019078575199	0.9962874989816495	0.9991234758946527	0.9985601309418988	0.9767261442979054	0.9707602339181286	7738	2604	2578	7298	15579	0	38	honest_60_20_20	rnacompete_eukarya
PF10_0214	random_forest	0.9981746124256907	0.9954224650877803	0.9970459049684599	0.990053221448534	0.9692432213678672	0.9514687100893997	7532	2543	2471	6123	13253	0	38	honest_60_20_20	rnacompete_eukarya
PF13_0315	random_forest	0.9762902437321042	0.9621392291562183	0.9748043417994157	0.957985722983534	0.9314741035856574	0.9124236252545825	3735	1274	1255	3514	7417	0	38	honest_60_20_20	rnacompete_eukarya
PFF0320c	logistic_regression	0.9883427171072555	0.9773739837097196	0.9905784968696296	0.981893733173046	0.9473081328751431	0.9309309309309309	5256	1748	1746	4640	9990	0	38	honest_60_20_20	rnacompete_eukarya
PFI1435w	logistic_regression	0.992205488366869	0.9658683076517436	0.990835595636441	0.9612524966033689	0.9660537482319661	0.9133574007220217	4263	1428	1414	3899	8390	0	38	honest_60_20_20	rnacompete_eukarya
PFI1695c	random_forest	0.9860934726878329	0.973258210340673	0.9859579195730108	0.9687329000418292	0.9315707620528771	0.9109311740890689	3764	1237	1286	3383	7178	0	38	honest_60_20_20	rnacompete_eukarya
PPRC1	random_forest	0.9874479937945138	0.9681561088816105	0.9893562917756467	0.973524726755258	0.9377817853922452	0.9007194244604316	3295	1077	1109	3035	6525	0	38	honest_60_20_20	rnacompete_eukarya
PTBP1	random_forest	0.9988398234679746	0.9980844314076636	0.998251997716895	0.9969288023001566	0.9813769751693002	0.9755011135857461	5182	1681	1772	4461	9809	0	38	honest_60_20_20	rnacompete_eukarya
PUF68	logistic_regression	0.9906006116852984	0.9846554937323497	0.989037528887153	0.9827704156033186	0.9496402877697842	0.9343339587242027	4097	1394	1390	4146	9029	0	38	honest_60_20_20	rnacompete_eukarya
PUM	random_forest	0.9946085423697364	0.9882163322949922	0.994286067784391	0.9875817158103648	0.9632089933571794	0.9475982532751092	5762	1922	1957	4840	10653	0	38	honest_60_20_20	rnacompete_eukarya
Pcbp2	logistic_regression	0.9989831716862013	0.9981894327645172	0.99855797282654	0.9974982512875852	0.9866475917978064	0.9821656050955414	6253	2034	2097	5298	11595	0	38	honest_60_20_20	rnacompete_eukarya
Pp_0206	logistic_regression	0.9924302714677314	0.9843817625375787	0.9938755129614555	0.9892737886781073	0.9599282296650717	0.9451269451269452	4984	1602	1672	4107	8999	0	38	honest_60_20_20	rnacompete_eukarya
Pp_0228	logistic_regression	0.9921525866075579	0.9852270644466296	0.9926245503941227	0.983434590100354	0.954045954045954	0.9315476190476191	3166	1088	1001	3101	6587	0	38	honest_60_20_20	rnacompete_eukarya
Pp_0229	random_forest	0.9953299752411849	0.9900743965842114	0.9947611760374785	0.9875898883946579	0.9614678899082569	0.942883046237534	4680	1617	1635	4707	10254	0	38	honest_60_20_20	rnacompete_eukarya
Pp_0237	random_forest	0.9803788262079434	0.950499187904559	0.9772414093842665	0.9445069817847133	0.925845147219193	0.8825561312607945	5511	1814	1834	5289	11347	0	38	honest_60_20_20	rnacompete_eukarya
Pr_0249	random_forest	0.9967673475666179	0.9928349789801633	0.9984828734352725	0.9966384767692559	0.9734236581552892	0.9629090909090909	5700	1888	1919	5006	10864	0	38	honest_60_20_20	rnacompete_eukarya
QKI	random_forest	0.9022390891840606	0.8576689372406903	0.9127156919513608	0.8591618321404652	0.8356807511737089	0.7897897897897898	2536	864	852	2374	4843	0	38	honest_60_20_20	rnacompete_eukarya
QKR58E-1	logistic_regression	0.9583802393126006	0.9305254501434082	0.9665381653413568	0.939113697646133	0.8932309839497558	0.8659070990359334	4159	1381	1433	3819	8148	0	38	honest_60_20_20	rnacompete_eukarya
RALY	logistic_regression	0.9939281861611959	0.9870612256883973	0.9973765432098766	0.9943701536853311	0.9703328509406657	0.9555796316359697	4150	1419	1382	3936	8545	0	38	honest_60_20_20	rnacompete_eukarya
RBFOX1	random_forest	0.9980171287835151	0.9962593095635908	0.9986435298935299	0.9966154075904817	0.9877464038359084	0.9848184818481848	5508	1814	1877	5580	12126	0	38	honest_60_20_20	rnacompete_eukarya
RBM24	random_forest	0.9983088982028536	0.9958342709616304	0.9983134717301555	0.9950106890917105	0.978112840466926	0.9647058823529412	6246	2030	2056	6168	13393	0	38	honest_60_20_20	rnacompete_eukarya
RBM28	random_forest	0.9984900432900433	0.9977646419856969	0.9968083004979883	0.9950019743300635	0.983440662373505	0.9808917197452229	3244	1090	1087	3543	7718	0	38	honest_60_20_20	rnacompete_eukarya
RBM3	random_forest	0.981149505579473	0.9782677409216165	0.9868440943628913	0.9858470885959117	0.9218662169758292	0.9230769230769231	5207	1737	1779	6201	13327	0	38	honest_60_20_20	rnacompete_eukarya
RBM38	logistic_regression	0.9814882807496905	0.9525272230930925	0.9809351979646475	0.9549545064344168	0.9338842975206612	0.8783783783783784	3219	1089	1089	3360	7136	0	38	honest_60_20_20	rnacompete_eukarya
